Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,University,College,Program,Student_Type,Enrollment_Year,Dropout_Reason,Predicted_Target,Prob_Dropout,Prob_Enrolled,Prob_Graduate,Risk_Score,Risk_Label,Engagement_Flag
1,1,2,16,1,1,1,13,27,5,10,1,0,0,1,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Zayed University,College of Education,Early Childhood Education,Emirati,2019,Academic failure,Dropout,0.55052257,0.13344257,0.31603482,0.55052257,High,Normal
1,17,1,11,1,16,1,1,1,5,8,1,0,0,1,0,1,21,0,0,6,7,6,10.571428571428571,0,0,6,8,5,11.0,0,8.9,1.4,3.51,Graduate,Khalifa University,College of Medicine,Biomedical Research,Emirati,2022,,Graduate,0.23334219,0.16274203,0.60391575,0.23334219,Low,Normal
1,1,1,6,1,1,1,23,27,6,6,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2019,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,1,1,15,1,1,1,13,27,10,4,1,0,0,1,0,0,20,0,0,6,6,5,13.2,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,AUS,College of Arts & Sciences,Mass Communication,Expat,2021,Transferred to another university,Dropout,0.5253211,0.1558816,0.31879732,0.5253211,High,Normal
1,9,1,10,1,1,1,13,28,6,9,1,0,0,1,0,0,18,0,0,6,10,1,12.0,0,0,6,14,2,11.0,0,10.8,1.4,1.74,Enrolled,HCT,Faculty of Information Technology,Software Development,Abroad,2022,,Enrolled,0.30076107,0.3615804,0.3376585,0.30076107,Medium,Normal
1,8,2,12,1,1,1,13,1,6,5,1,0,0,1,0,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,Graduate,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2019,,Graduate,0.21162838,0.12333299,0.66503865,0.21162838,Low,Normal
1,1,1,8,1,1,1,3,14,4,6,1,0,0,1,0,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Emirati,2021,,Graduate,0.23996308,0.18318976,0.57684714,0.23996308,Medium,Normal
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,18,0,0,7,7,6,11.666666666666666,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,,Enrolled,0.27414647,0.3692868,0.3565667,0.27414647,Medium,Normal
1,1,3,2,1,1,1,1,1,10,9,0,0,0,1,0,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2023,,Graduate,0.2554869,0.16422468,0.58028835,0.2554869,Medium,Normal
1,9,4,13,1,1,1,1,28,5,8,1,0,0,1,0,0,20,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,Enrolled,AUS,College of Arts & Sciences,Computer Science,Emirati,2021,,Graduate,0.2634037,0.30968451,0.42691174,0.2634037,Medium,Normal
1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,18,0,0,8,12,7,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,Graduate,Abu Dhabi University,College of Arts & Sciences,Interior Design,Expat,2022,,Graduate,0.22285494,0.16019516,0.61694986,0.22285494,Low,Normal
1,1,4,14,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,Graduate,Abu Dhabi University,College of Engineering,Industrial Engineering,Emirati,2020,,Graduate,0.23508623,0.124326654,0.6405871,0.23508623,Low,Normal
1,1,1,12,1,1,1,13,14,4,8,0,0,0,1,0,0,19,0,0,7,8,6,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2019,,Graduate,0.21110788,0.124744765,0.6641474,0.21110788,Low,Normal
1,1,1,10,1,1,1,13,28,10,10,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2020,,Graduate,0.27084666,0.320121,0.40903234,0.27084666,Medium,Normal
1,8,2,10,1,1,1,13,28,8,9,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.285714285714286,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Information Technology,Software Development,Emirati,2020,,Graduate,0.21157122,0.12407416,0.66435456,0.21157122,Low,Normal
1,1,1,6,1,1,1,13,14,4,4,1,0,0,1,0,0,18,0,0,5,9,5,12.666666666666666,2,0,5,7,4,13.0,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2020,,Graduate,0.2629493,0.23178232,0.50526845,0.2629493,Medium,Normal
1,1,1,9,1,1,1,13,1,10,10,1,0,0,1,0,0,20,0,0,5,6,5,12.0,0,0,5,6,5,12.333333333333334,0,16.2,0.3,-0.92,Graduate,UAEU,College of Business & Economics,Business Administration,Emirati,2020,,Graduate,0.21124545,0.1263394,0.66241515,0.21124545,Low,Normal
1,8,2,12,1,1,1,3,3,2,11,1,0,0,1,1,0,19,0,0,7,9,6,12.933333333333332,0,0,7,7,6,13.716666666666669,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Expat,2020,,Graduate,0.26228052,0.33375344,0.403966,0.26228052,Medium,Normal
1,15,1,4,1,14,1,4,5,5,3,0,0,0,1,1,0,21,0,0,6,15,5,11.857142857142858,0,0,6,17,5,10.571428571428571,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2023,,Graduate,0.2709906,0.36381552,0.36519387,0.2709906,Medium,Normal
1,16,1,5,1,1,1,27,3,16,22,1,0,0,1,1,0,20,0,2,6,7,6,12.833333333333334,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2020,,Graduate,0.22653894,0.15804912,0.61541194,0.22653894,Low,Normal
1,1,1,9,1,1,1,1,1,5,7,0,0,0,0,1,0,18,0,0,5,9,3,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled,AUS,School of Engineering,Chemical Engineering,Expat,2020,,Enrolled,0.2891967,0.3680819,0.34272137,0.2891967,Medium,Normal
1,9,1,3,0,1,1,13,1,10,6,1,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate,AUS,College of Arts & Sciences,Mass Communication,Expat,2019,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,1,1,17,0,1,1,2,27,4,10,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Information Technology,Cybersecurity,Emirati,2020,,Graduate,0.21632093,0.13504994,0.6486291,0.21632093,Low,Normal
1,12,1,1,1,1,1,23,27,10,7,0,0,1,0,1,0,37,0,0,7,7,0,0.0,0,0,7,7,1,10.0,0,8.9,1.4,3.51,Dropout,UAEU,College of Engineering,Computer Engineering,Expat,2022,Transferred to another university,Dropout,0.5470176,0.1389597,0.31402275,0.5470176,High,Normal
1,12,1,7,1,8,1,19,27,1,1,1,0,0,1,1,0,43,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,UAEU,College of Engineering,Civil Engineering,Emirati,2019,Work commitment,Dropout,0.5507986,0.13300812,0.31619328,0.5507986,High,Normal
1,14,1,9,1,1,1,22,27,7,7,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout,HCT,Faculty of Health Sciences,Dental Hygiene,Emirati,2020,Work commitment,Dropout,0.54375833,0.14328867,0.312953,0.54375833,High,Normal
4,12,1,17,0,1,1,13,14,10,4,1,0,0,1,0,0,39,0,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,AUS,School of Engineering,Mechanical Engineering,Expat,2019,,Graduate,0.21120931,0.12432416,0.6644665,0.21120931,Low,Normal
1,15,1,8,1,14,3,4,4,4,7,0,0,1,0,0,0,20,1,2,6,13,3,11.666666666666666,0,1,6,11,3,12.0,0,12.4,0.5,1.79,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Expat,2019,Academic failure,Dropout,0.5177327,0.16647287,0.31579447,0.5177327,High,Normal
1,1,5,15,1,1,1,3,3,3,3,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,HCT,Faculty of Information Technology,Network Engineering,Expat,2022,Academic failure,Dropout,0.5504279,0.13359156,0.3159805,0.5504279,High,Normal
1,1,2,9,1,1,1,3,14,3,8,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Computer Science,Expat,2023,,Graduate,0.23479196,0.1385554,0.62665266,0.23479196,Low,Normal
1,1,6,12,1,1,1,1,3,3,3,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.342857142857142,0,11.1,0.6,2.02,Graduate,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2021,,Graduate,0.25237644,0.16429023,0.5833334,0.25237644,Medium,Normal
1,8,1,15,1,1,1,1,28,6,6,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout,AUS,School of Engineering,Mechanical Engineering,Expat,2022,Transferred to another university,Dropout,0.45340127,0.18694726,0.35965148,0.45340127,Medium,Normal
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2020,Work commitment,Dropout,0.5507986,0.13300812,0.31619328,0.5507986,High,Normal
1,8,1,17,0,1,1,23,28,5,6,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,7.6,2.6,0.32,Enrolled,Khalifa University,College of Medicine,Medicine,Emirati,2023,,Enrolled,0.28175828,0.37405095,0.3441908,0.28175828,Medium,Normal
1,8,2,10,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Expat,2019,,Graduate,0.21178865,0.12317403,0.66503733,0.21178865,Low,Normal
1,8,6,12,1,1,1,22,14,8,8,1,0,0,1,0,1,22,0,0,7,8,6,13.516666666666666,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,AUS,College of Arts & Sciences,Mass Communication,Emirati,2021,,Graduate,0.23756047,0.14306101,0.6193785,0.23756047,Medium,Normal
1,15,1,3,0,14,1,1,14,10,10,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate,Zayed University,College of Education,Special Education,Expat,2023,,Graduate,0.20999664,0.13086641,0.65913695,0.20999664,Low,Normal
1,1,1,10,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,6,7,5,12.333333333333334,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,UAEU,College of Medicine & Health Sciences,Public Health,Expat,2020,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,12,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,24,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,UAEU,College of Business & Economics,Economics,Expat,2022,,Graduate,0.20993997,0.12958692,0.66047317,0.20993997,Low,Normal
1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,19,0,0,8,10,6,11.833333333333334,0,0,8,10,6,11.833333333333334,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2022,,Graduate,0.21796305,0.31389868,0.46813828,0.21796305,Low,Normal
1,1,1,15,1,1,1,1,14,8,8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2023,,Enrolled,0.2745234,0.37781876,0.34765783,0.2745234,Medium,Normal
1,1,3,8,1,1,1,22,27,12,12,0,0,0,1,0,0,19,0,0,5,7,5,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,Zayed University,College of Interdisciplinary Studies,Environmental Studies,Emirati,2019,,Graduate,0.2116214,0.12320016,0.6651785,0.2116214,Low,Normal
1,12,1,17,0,1,1,23,28,10,10,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Dropout,Zayed University,College of Communication & Media Sciences,Public Relations,Expat,2023,Work commitment,Dropout,0.41358957,0.24360597,0.3428045,0.41358957,Medium,Normal
1,1,1,12,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,9,7,13.044444444444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2019,,Graduate,0.21134305,0.123769686,0.66488725,0.21134305,Low,Normal
2,4,1,11,1,3,1,1,3,5,4,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2019,Work commitment,Dropout,0.5507042,0.13315672,0.3161391,0.5507042,High,Normal
1,12,1,8,1,15,1,3,3,3,3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Business,Human Resources,Emirati,2021,Financial difficulties,Dropout,0.4503948,0.17558222,0.37402296,0.4503948,Medium,Normal
1,8,1,12,1,1,1,23,28,8,11,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2019,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,1,3,2,1,1,1,23,27,5,10,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2022,,Graduate,0.26592827,0.35220167,0.3818701,0.26592827,Medium,Normal
1,1,2,12,1,1,1,13,14,10,10,0,0,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate,Zayed University,College of Communication & Media Sciences,Digital Media,Abroad,2021,,Graduate,0.22579502,0.15663838,0.6175666,0.22579502,Low,Normal
1,15,1,10,1,14,1,13,1,10,10,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2020,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,8,3,2,1,1,1,1,27,5,8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,HCT,Faculty of Business,Human Resources,Emirati,2020,,Graduate,0.28682894,0.23601064,0.47716048,0.28682894,Medium,Normal
1,8,1,5,1,1,1,1,1,4,5,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2021,,Enrolled,0.28409123,0.37283596,0.3430728,0.28409123,Medium,Normal
1,14,1,5,1,1,1,1,1,4,4,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Enrolled,0.3054829,0.35433766,0.3401794,0.3054829,Medium,Low Engagement
4,13,1,12,1,12,1,1,1,6,6,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2021,Left the country,Dropout,0.5208011,0.16321209,0.31598678,0.5208011,High,Normal
1,1,3,2,1,1,1,13,14,6,4,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2019,,Graduate,0.24211049,0.12826481,0.62962466,0.24211049,Medium,Normal
1,15,1,4,1,14,1,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,AUS,School of Engineering,Architecture,Emirati,2019,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,1,3,9,1,1,1,1,28,8,8,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout,UAEU,College of Business & Economics,Economics,Abroad,2019,Financial difficulties,Dropout,0.42501143,0.17519572,0.39979288,0.42501143,Medium,Normal
1,12,1,11,1,1,1,13,27,8,11,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,HCT,Faculty of Health Sciences,Dental Hygiene,Expat,2023,,Enrolled,0.27928838,0.37166682,0.34904483,0.27928838,Medium,Normal
1,8,1,9,1,1,1,23,27,6,6,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,AUS,School of Business Administration,Finance,Emirati,2021,,Graduate,0.33529517,0.32473487,0.3399699,0.33529517,Medium,Normal
1,8,1,12,1,1,1,22,14,9,5,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Expat,2019,,Graduate,0.21548922,0.12747677,0.65703404,0.21548922,Low,Normal
1,1,1,2,1,1,1,13,14,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Abu Dhabi University,College of Arts & Sciences,Interior Design,Emirati,2021,Personal / family reasons,Dropout,0.4274884,0.15656647,0.4159451,0.4274884,Medium,Normal
1,8,4,11,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,AUS,School of Business Administration,Marketing,Emirati,2021,Financial difficulties,Dropout,0.5461907,0.14026134,0.31354803,0.5461907,High,Normal
1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,UAEU,College of Business & Economics,Economics,Emirati,2022,,Graduate,0.2784424,0.22609504,0.4954626,0.2784424,Medium,Normal
1,8,3,9,1,1,1,13,14,5,8,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,AUS,College of Arts & Sciences,Computer Science,Emirati,2020,Transferred to another university,Dropout,0.47676492,0.19255055,0.3306845,0.47676492,Medium,Normal
1,9,4,11,1,1,1,13,27,8,8,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,AUS,College of Arts & Sciences,Computer Science,Expat,2019,Transferred to another university,Dropout,0.5226241,0.15572421,0.3216517,0.5226241,High,Normal
1,8,4,15,1,1,1,1,14,10,9,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Graduate,0.23738387,0.13996865,0.62264746,0.23738387,Medium,Normal
1,8,4,12,1,1,1,23,27,10,10,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2021,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
2,12,1,3,0,1,1,22,27,10,7,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Abroad,2019,,Graduate,0.21134837,0.123242825,0.6654088,0.21134837,Low,Normal
1,1,6,16,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,Personal / family reasons,Dropout,0.42441997,0.22273925,0.35284078,0.42441997,Medium,Normal
1,12,1,17,0,2,1,3,3,3,3,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,HCT,Faculty of Business,Logistics & Transport,Emirati,2022,Personal / family reasons,Dropout,0.5504279,0.13359156,0.3159805,0.5504279,High,Normal
1,12,1,4,1,4,1,3,3,5,3,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2020,Academic failure,Dropout,0.49478042,0.16813399,0.3370856,0.49478042,High,Normal
1,8,1,11,1,1,1,13,14,5,5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,UAEU,College of Engineering,Civil Engineering,Expat,2023,,Enrolled,0.2654425,0.382548,0.35200953,0.2654425,Medium,Normal
