Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,University,College,Program,Student_Type,Enrollment_Year,Dropout_Reason,Predicted_Target,Prob_Dropout,Prob_Enrolled,Prob_Graduate,Risk_Score,Risk_Label,Engagement_Flag
1,9,1,10,1,1,1,13,28,6,9,1,0,0,1,0,0,18,0,0,6,10,1,12.0,0,0,6,14,2,11.0,0,10.8,1.4,1.74,Enrolled,HCT,Faculty of Information Technology,Software Development,Abroad,2022,,Enrolled,0.30000588,0.3587145,0.34127966,0.30000588,Medium,Normal
1,8,2,12,1,1,1,13,1,6,5,1,0,0,1,0,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,Graduate,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2019,,Graduate,0.21175687,0.1241946,0.66404855,0.21175687,Low,Normal
1,1,1,8,1,1,1,3,14,4,6,1,0,0,1,0,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Emirati,2021,,Graduate,0.22547859,0.18791862,0.58660275,0.22547859,Low,Normal
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,18,0,0,7,7,6,11.666666666666666,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,,Graduate,0.25714508,0.35268065,0.3901743,0.25714508,Medium,Normal
1,1,3,2,1,1,1,1,1,10,9,0,0,0,1,0,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2023,,Graduate,0.26636496,0.18770282,0.54593223,0.26636496,Medium,Normal
1,9,4,13,1,1,1,1,28,5,8,1,0,0,1,0,0,20,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,Enrolled,AUS,College of Arts & Sciences,Computer Science,Emirati,2021,,Graduate,0.24970847,0.26546898,0.48482254,0.24970847,Medium,Normal
1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,18,0,0,8,12,7,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,Graduate,Abu Dhabi University,College of Arts & Sciences,Interior Design,Expat,2022,,Graduate,0.23622599,0.16153166,0.60224235,0.23622599,Low,Normal
1,1,4,14,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,Graduate,Abu Dhabi University,College of Engineering,Industrial Engineering,Emirati,2020,,Graduate,0.2192727,0.12491521,0.6558121,0.2192727,Low,Normal
1,1,1,12,1,1,1,13,14,4,8,0,0,0,1,0,0,19,0,0,7,8,6,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2019,,Graduate,0.22013834,0.15311751,0.62674415,0.22013834,Low,Normal
1,1,1,10,1,1,1,13,28,10,10,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2020,,Graduate,0.29967627,0.29189527,0.40842843,0.29967627,Medium,Normal
1,8,2,10,1,1,1,13,28,8,9,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.285714285714286,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Information Technology,Software Development,Emirati,2020,,Graduate,0.2205534,0.1284151,0.6510315,0.2205534,Low,Normal
1,1,1,6,1,1,1,13,14,4,4,1,0,0,1,0,0,18,0,0,5,9,5,12.666666666666666,2,0,5,7,4,13.0,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2020,,Graduate,0.2551349,0.24232401,0.50254107,0.2551349,Medium,Normal
1,1,1,9,1,1,1,13,1,10,10,1,0,0,1,0,0,20,0,0,5,6,5,12.0,0,0,5,6,5,12.333333333333334,0,16.2,0.3,-0.92,Graduate,UAEU,College of Business & Economics,Business Administration,Emirati,2020,,Graduate,0.21058972,0.12902176,0.66038847,0.21058972,Low,Normal
1,8,2,12,1,1,1,3,3,2,11,1,0,0,1,1,0,19,0,0,7,9,6,12.933333333333332,0,0,7,7,6,13.716666666666669,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Expat,2020,,Graduate,0.2724965,0.33149952,0.39600396,0.2724965,Medium,Normal
1,15,1,4,1,14,1,4,5,5,3,0,0,0,1,1,0,21,0,0,6,15,5,11.857142857142858,0,0,6,17,5,10.571428571428571,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2023,,Graduate,0.26065966,0.35897836,0.38036197,0.26065966,Medium,Normal
1,16,1,5,1,1,1,27,3,16,22,1,0,0,1,1,0,20,0,2,6,7,6,12.833333333333334,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2020,,Graduate,0.24604164,0.15786895,0.5960894,0.24604164,Medium,Normal
1,1,1,9,1,1,1,1,1,5,7,0,0,0,0,1,0,18,0,0,5,9,3,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled,AUS,School of Engineering,Chemical Engineering,Expat,2020,,Enrolled,0.30000588,0.3587145,0.34127966,0.30000588,Medium,Normal
1,9,1,3,0,1,1,13,1,10,6,1,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate,AUS,College of Arts & Sciences,Mass Communication,Expat,2019,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,1,1,17,0,1,1,2,27,4,10,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Information Technology,Cybersecurity,Emirati,2020,,Graduate,0.21174105,0.12767464,0.6605843,0.21174105,Low,Normal
1,12,1,1,1,1,1,23,27,10,7,0,0,1,0,1,0,37,0,0,7,7,0,0.0,0,0,7,7,1,10.0,0,8.9,1.4,3.51,Dropout,UAEU,College of Engineering,Computer Engineering,Expat,2022,Transferred to another university,Dropout,0.5291357,0.1555514,0.31531295,0.5291357,High,Normal
1,12,1,7,1,8,1,19,27,1,1,1,0,0,1,1,0,43,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,UAEU,College of Engineering,Civil Engineering,Emirati,2019,Work commitment,Dropout,0.5542794,0.1318766,0.31384403,0.5542794,High,Normal
1,14,1,9,1,1,1,22,27,7,7,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout,HCT,Faculty of Health Sciences,Dental Hygiene,Emirati,2020,Work commitment,Dropout,0.5395298,0.14104143,0.3194288,0.5395298,High,Normal
4,12,1,17,0,1,1,13,14,10,4,1,0,0,1,0,0,39,0,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,AUS,School of Engineering,Mechanical Engineering,Expat,2019,,Graduate,0.2176872,0.12497201,0.65734076,0.2176872,Low,Normal
1,15,1,8,1,14,3,4,4,4,7,0,0,1,0,0,0,20,1,2,6,13,3,11.666666666666666,0,1,6,11,3,12.0,0,12.4,0.5,1.79,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Expat,2019,Academic failure,Dropout,0.5231272,0.1629734,0.3138994,0.5231272,High,Normal
1,1,5,15,1,1,1,3,3,3,3,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,HCT,Faculty of Information Technology,Network Engineering,Expat,2022,Academic failure,Dropout,0.5526586,0.13382763,0.3135138,0.5526586,High,Normal
1,1,2,9,1,1,1,3,14,3,8,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Computer Science,Expat,2023,,Graduate,0.23195803,0.14776303,0.6202789,0.23195803,Low,Normal
1,1,6,12,1,1,1,1,3,3,3,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.342857142857142,0,11.1,0.6,2.02,Graduate,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2021,,Graduate,0.2350819,0.15669848,0.6082196,0.2350819,Low,Normal
1,8,1,15,1,1,1,1,28,6,6,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout,AUS,School of Engineering,Mechanical Engineering,Expat,2022,Transferred to another university,Dropout,0.44646758,0.18948582,0.36404654,0.44646758,Medium,Normal
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2020,Work commitment,Dropout,0.5542794,0.1318766,0.31384403,0.5542794,High,Normal
1,8,1,17,0,1,1,23,28,5,6,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,7.6,2.6,0.32,Enrolled,Khalifa University,College of Medicine,Medicine,Emirati,2023,,Enrolled,0.2876546,0.36685708,0.34548828,0.2876546,Medium,Normal
1,8,2,10,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Expat,2019,,Graduate,0.21171722,0.124358594,0.6639242,0.21171722,Low,Normal
1,8,6,12,1,1,1,22,14,8,8,1,0,0,1,0,1,22,0,0,7,8,6,13.516666666666666,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,AUS,College of Arts & Sciences,Mass Communication,Emirati,2021,,Graduate,0.21625847,0.13846967,0.6452719,0.21625847,Low,Normal
1,15,1,3,0,14,1,1,14,10,10,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate,Zayed University,College of Education,Special Education,Expat,2023,,Graduate,0.21090497,0.12725879,0.6618362,0.21090497,Low,Normal
1,1,1,10,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,6,7,5,12.333333333333334,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,UAEU,College of Medicine & Health Sciences,Public Health,Expat,2020,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,12,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,24,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,UAEU,College of Business & Economics,Economics,Expat,2022,,Graduate,0.21154185,0.12462334,0.6638348,0.21154185,Low,Normal
1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,19,0,0,8,10,6,11.833333333333334,0,0,8,10,6,11.833333333333334,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2022,,Graduate,0.23815873,0.30778158,0.45405972,0.23815873,Medium,Normal
1,1,1,15,1,1,1,1,14,8,8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2023,,Enrolled,0.28310588,0.3693206,0.34757346,0.28310588,Medium,Normal
1,1,3,8,1,1,1,22,27,12,12,0,0,0,1,0,0,19,0,0,5,7,5,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,Zayed University,College of Interdisciplinary Studies,Environmental Studies,Emirati,2019,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,12,1,17,0,1,1,23,28,10,10,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Dropout,Zayed University,College of Communication & Media Sciences,Public Relations,Expat,2023,Work commitment,Dropout,0.3798281,0.26346645,0.35670543,0.3798281,Medium,Normal
1,1,1,12,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,9,7,13.044444444444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2019,,Graduate,0.21171722,0.124358594,0.6639242,0.21171722,Low,Normal
2,4,1,11,1,3,1,1,3,5,4,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2019,Work commitment,Dropout,0.55305326,0.13315539,0.31379136,0.55305326,High,Normal
1,12,1,8,1,15,1,3,3,3,3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Business,Human Resources,Emirati,2021,Financial difficulties,Dropout,0.43632203,0.17559527,0.38808268,0.43632203,Medium,Normal
1,8,1,12,1,1,1,23,28,8,11,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2019,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,1,3,2,1,1,1,23,27,5,10,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2022,,Graduate,0.26833442,0.24571975,0.4859458,0.26833442,Medium,Normal
1,1,2,12,1,1,1,13,14,10,10,0,0,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate,Zayed University,College of Communication & Media Sciences,Digital Media,Abroad,2021,,Graduate,0.22651753,0.15105869,0.62242377,0.22651753,Low,Normal
1,15,1,10,1,14,1,13,1,10,10,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2020,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,8,3,2,1,1,1,1,27,5,8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,HCT,Faculty of Business,Human Resources,Emirati,2020,,Graduate,0.27155963,0.23160946,0.49683088,0.27155963,Medium,Normal
1,8,1,5,1,1,1,1,1,4,5,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2021,,Enrolled,0.29104435,0.36438107,0.3445746,0.29104435,Medium,Normal
1,14,1,5,1,1,1,1,1,4,4,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Graduate,0.3136556,0.34285477,0.3434896,0.3136556,Medium,Normal
4,13,1,12,1,12,1,1,1,6,6,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2021,Left the country,Dropout,0.5307188,0.14895071,0.32033053,0.5307188,High,Normal
1,1,3,2,1,1,1,13,14,6,4,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2019,,Graduate,0.23764355,0.12616648,0.63619,0.23764355,Medium,Normal
1,15,1,4,1,14,1,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,AUS,School of Engineering,Architecture,Emirati,2019,,Graduate,0.21175687,0.1241946,0.66404855,0.21175687,Low,Normal
1,1,3,9,1,1,1,1,28,8,8,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout,UAEU,College of Business & Economics,Economics,Abroad,2019,Financial difficulties,Dropout,0.42260987,0.18406722,0.39332289,0.42260987,Medium,Normal
1,12,1,11,1,1,1,13,27,8,11,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,HCT,Faculty of Health Sciences,Dental Hygiene,Expat,2023,,Enrolled,0.28828385,0.3618188,0.3498973,0.28828385,Medium,Normal
1,8,1,9,1,1,1,23,27,6,6,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,AUS,School of Business Administration,Finance,Emirati,2021,,Dropout,0.37264368,0.28927323,0.33808312,0.37264368,Medium,Normal
1,8,1,12,1,1,1,22,14,9,5,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Expat,2019,,Graduate,0.21680297,0.12643167,0.65676534,0.21680297,Low,Normal
1,1,1,2,1,1,1,13,14,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Abu Dhabi University,College of Arts & Sciences,Interior Design,Emirati,2021,Personal / family reasons,Dropout,0.40531301,0.19325961,0.40142733,0.40531301,Medium,Normal
1,8,4,11,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,AUS,School of Business Administration,Marketing,Emirati,2021,Financial difficulties,Dropout,0.53980905,0.14134023,0.31885076,0.53980905,High,Normal
1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,UAEU,College of Business & Economics,Economics,Emirati,2022,,Graduate,0.28212717,0.21479324,0.5030796,0.28212717,Medium,Normal
1,8,3,9,1,1,1,13,14,5,8,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,AUS,College of Arts & Sciences,Computer Science,Emirati,2020,Transferred to another university,Dropout,0.47238442,0.19616477,0.3314508,0.47238442,High,Normal
1,9,4,11,1,1,1,13,27,8,8,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,AUS,College of Arts & Sciences,Computer Science,Expat,2019,Transferred to another university,Dropout,0.527799,0.15462962,0.31757143,0.527799,High,Normal
1,8,4,15,1,1,1,1,14,10,9,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Graduate,0.2470895,0.13571995,0.6171906,0.2470895,Medium,Normal
1,8,4,12,1,1,1,23,27,10,10,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2021,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
2,12,1,3,0,1,1,22,27,10,7,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Abroad,2019,,Graduate,0.2118982,0.12314874,0.66495305,0.2118982,Low,Normal
1,1,6,16,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,Personal / family reasons,Dropout,0.39201385,0.22087674,0.38710943,0.39201385,Medium,Normal
1,12,1,17,0,2,1,3,3,3,3,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,HCT,Faculty of Business,Logistics & Transport,Emirati,2022,Personal / family reasons,Dropout,0.55344814,0.13317852,0.31337336,0.55344814,High,Normal
1,12,1,4,1,4,1,3,3,5,3,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2020,Academic failure,Dropout,0.46739545,0.17112994,0.36147457,0.46739545,High,Normal
1,8,1,11,1,1,1,13,14,5,5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,UAEU,College of Engineering,Civil Engineering,Expat,2023,,Enrolled,0.28310588,0.3693206,0.34757346,0.28310588,Medium,Normal
