Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,University,College,Program,Student_Type,Enrollment_Year,Dropout_Reason,Predicted_Target,Prob_Dropout,Prob_Enrolled,Prob_Graduate,Risk_Score,Risk_Label,Engagement_Flag
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,18,0,0,7,7,6,11.666666666666666,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,,Enrolled,0.27350572,0.36629146,0.36020285,0.27350572,Medium,Normal
1,1,3,2,1,1,1,1,1,10,9,0,0,0,1,0,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2021,,Graduate,0.25250491,0.16925159,0.57824355,0.25250491,Medium,Normal
1,9,4,13,1,1,1,1,28,5,8,1,0,0,1,0,0,20,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,Enrolled,AUS,College of Arts & Sciences,Computer Science,Emirati,2023,,Graduate,0.255324,0.32395595,0.42072007,0.255324,Medium,Normal
1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,18,0,0,8,12,7,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,Graduate,Abu Dhabi University,College of Arts & Sciences,Interior Design,Expat,2022,,Graduate,0.21878032,0.15684527,0.62437445,0.21878032,Low,Normal
1,1,4,14,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,Graduate,Abu Dhabi University,College of Engineering,Industrial Engineering,Emirati,2024,,Graduate,0.22722599,0.12207574,0.6506983,0.22722599,Low,Normal
1,1,1,12,1,1,1,13,14,4,8,0,0,0,1,0,0,19,0,0,7,8,6,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,Graduate,Khalifa University,College of Medicine,Pharmacology,Expat,2025,,Graduate,0.21070024,0.12758508,0.6617147,0.21070024,Low,Normal
1,1,1,10,1,1,1,13,28,10,10,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2024,,Graduate,0.27456138,0.32286403,0.40257457,0.27456138,Medium,Normal
1,8,2,10,1,1,1,13,28,8,9,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.285714285714286,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Information Technology,Software Development,Emirati,2024,,Graduate,0.21168634,0.12603652,0.66227716,0.21168634,Low,Normal
1,1,1,6,1,1,1,13,14,4,4,1,0,0,1,0,0,18,0,0,5,9,5,12.666666666666666,2,0,5,7,4,13.0,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Nursing,Expat,2024,,Graduate,0.2654379,0.24112111,0.49344102,0.2654379,Medium,Normal
1,1,1,9,1,1,1,13,1,10,10,1,0,0,1,0,0,20,0,0,5,6,5,12.0,0,0,5,6,5,12.333333333333334,0,16.2,0.3,-0.92,Graduate,UAEU,College of Business & Economics,Business Administration,Emirati,2024,,Graduate,0.2110023,0.12826835,0.66072935,0.2110023,Low,Normal
1,8,2,12,1,1,1,3,3,2,11,1,0,0,1,1,0,19,0,0,7,9,6,12.933333333333332,0,0,7,7,6,13.716666666666669,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Expat,2024,,Graduate,0.27341047,0.31936878,0.4072207,0.27341047,Medium,Normal
1,15,1,4,1,14,1,4,5,5,3,0,0,0,1,1,0,21,0,0,6,15,5,11.857142857142858,0,0,6,17,5,10.571428571428571,0,16.2,0.3,-0.92,Enrolled,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2021,,Enrolled,0.2722966,0.3644422,0.36326113,0.2722966,Medium,Normal
1,16,1,5,1,1,1,27,3,16,22,1,0,0,1,1,0,20,0,2,6,7,6,12.833333333333334,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate,Abu Dhabi University,College of Arts & Sciences,Mathematics,Expat,2024,,Graduate,0.24497266,0.16670378,0.5883236,0.24497266,Medium,Normal
1,1,1,9,1,1,1,1,1,5,7,0,0,0,0,1,0,18,0,0,5,9,3,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled,AUS,School of Engineering,Chemical Engineering,Expat,2024,,Enrolled,0.30181348,0.36053315,0.3376534,0.30181348,Medium,Normal
1,9,1,3,0,1,1,13,1,10,6,1,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate,AUS,College of Arts & Sciences,Mass Communication,Expat,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,1,17,0,1,1,2,27,4,10,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Information Technology,Cybersecurity,Emirati,2024,,Graduate,0.2112298,0.13124733,0.65752286,0.2112298,Low,Normal
1,12,1,1,1,1,1,23,27,10,7,0,0,1,0,1,0,37,0,0,7,7,0,0.0,0,0,7,7,1,10.0,0,8.9,1.4,3.51,Dropout,UAEU,College of Engineering,Computer Engineering,Expat,2022,Transferred to another university,Dropout,0.54851454,0.13683598,0.3146495,0.54851454,High,Normal
1,12,1,7,1,8,1,19,27,1,1,1,0,0,1,1,0,43,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,UAEU,College of Engineering,Civil Engineering,Emirati,2025,Work commitment,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,14,1,9,1,1,1,22,27,7,7,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout,HCT,Faculty of Health Sciences,Dental Hygiene,Emirati,2024,Work commitment,Dropout,0.5424507,0.14351796,0.31403133,0.5424507,High,Normal
4,12,1,17,0,1,1,13,14,10,4,1,0,0,1,0,0,39,0,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,AUS,School of Engineering,Mechanical Engineering,Expat,2025,,Graduate,0.21174814,0.1275891,0.6606628,0.21174814,Low,Normal
1,15,1,8,1,14,3,4,4,4,7,0,0,1,0,0,0,20,1,2,6,13,3,11.666666666666666,0,1,6,11,3,12.0,0,12.4,0.5,1.79,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Expat,2025,Academic failure,Dropout,0.5208441,0.1611843,0.31797162,0.5208441,High,Normal
1,1,5,15,1,1,1,3,3,3,3,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,HCT,Faculty of Information Technology,Network Engineering,Expat,2022,Academic failure,Dropout,0.55078113,0.13326919,0.31594968,0.55078113,High,Normal
1,1,2,9,1,1,1,3,14,3,8,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Computer Science,Expat,2021,,Graduate,0.22504579,0.1349512,0.640003,0.22504579,Low,Normal
1,1,6,12,1,1,1,1,3,3,3,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.342857142857142,0,11.1,0.6,2.02,Graduate,Zayed University,College of Interdisciplinary Studies,Liberal Arts,Emirati,2023,,Graduate,0.24817438,0.16490951,0.5869161,0.24817438,Medium,Normal
1,8,1,15,1,1,1,1,28,6,6,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout,AUS,School of Engineering,Mechanical Engineering,Expat,2022,Transferred to another university,Dropout,0.44943354,0.19170363,0.3588628,0.44943354,Medium,Normal
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2024,Work commitment,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,8,1,17,0,1,1,23,28,5,6,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,7.6,2.6,0.32,Enrolled,Khalifa University,College of Medicine,Medicine,Emirati,2021,,Enrolled,0.27777004,0.3751432,0.3470868,0.27777004,Medium,Normal
1,8,2,10,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Expat,2025,,Graduate,0.21187638,0.12307208,0.6650515,0.21187638,Low,Normal
1,8,6,12,1,1,1,22,14,8,8,1,0,0,1,0,1,22,0,0,7,8,6,13.516666666666666,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,AUS,College of Arts & Sciences,Mass Communication,Emirati,2023,,Graduate,0.22928312,0.13590614,0.63481075,0.22928312,Low,Normal
1,15,1,3,0,14,1,1,14,10,10,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate,Zayed University,College of Education,Special Education,Expat,2021,,Graduate,0.20985334,0.13222502,0.6579216,0.20985334,Low,Normal
1,1,1,10,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,6,7,5,12.333333333333334,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,UAEU,College of Medicine & Health Sciences,Public Health,Expat,2024,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,12,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,24,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,UAEU,College of Business & Economics,Economics,Expat,2022,,Graduate,0.21048942,0.12845801,0.6610526,0.21048942,Low,Normal
1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,19,0,0,8,10,6,11.833333333333334,0,0,8,10,6,11.833333333333334,0,9.4,-0.8,-3.12,Enrolled,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2022,,Graduate,0.22524382,0.30988747,0.46486872,0.22524382,Low,Normal
1,1,1,15,1,1,1,1,14,8,8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2021,,Enrolled,0.26779336,0.3811531,0.35105354,0.26779336,Medium,Normal
1,1,3,8,1,1,1,22,27,12,12,0,0,0,1,0,0,19,0,0,5,7,5,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,Zayed University,College of Interdisciplinary Studies,Environmental Studies,Emirati,2025,,Graduate,0.21187638,0.12307208,0.6650515,0.21187638,Low,Normal
1,12,1,17,0,1,1,23,28,10,10,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Dropout,Zayed University,College of Communication & Media Sciences,Public Relations,Expat,2021,Work commitment,Dropout,0.43732288,0.2238408,0.3388363,0.43732288,Medium,Normal
1,1,1,12,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,9,7,13.044444444444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2025,,Graduate,0.21131994,0.12501927,0.6636608,0.21131994,Low,Normal
2,4,1,11,1,3,1,1,3,5,4,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2025,Work commitment,Dropout,0.5514052,0.13267608,0.3159187,0.5514052,High,Normal
1,12,1,8,1,15,1,3,3,3,3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout,HCT,Faculty of Business,Human Resources,Emirati,2023,Financial difficulties,Dropout,0.43921226,0.17535913,0.38542858,0.43921226,Medium,Normal
1,8,1,12,1,1,1,23,28,8,11,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,UAEU,College of Medicine & Health Sciences,Medicine,Emirati,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,3,2,1,1,1,23,27,5,10,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,UAEU,College of Business & Economics,Accounting,Emirati,2022,,Graduate,0.2556926,0.33947587,0.4048315,0.2556926,Medium,Normal
1,1,2,12,1,1,1,13,14,10,10,0,0,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate,Zayed University,College of Communication & Media Sciences,Digital Media,Abroad,2023,,Graduate,0.23229954,0.16994815,0.5977524,0.23229954,Low,Normal
1,15,1,10,1,14,1,13,1,10,10,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2024,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,8,3,2,1,1,1,1,27,5,8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,HCT,Faculty of Business,Human Resources,Emirati,2024,,Graduate,0.28610188,0.23518597,0.4787122,0.28610188,Medium,Normal
1,8,1,5,1,1,1,1,1,4,5,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,Khalifa University,College of Engineering & Physical Sciences,Aerospace Engineering,Emirati,2023,,Enrolled,0.28627652,0.36855623,0.3451673,0.28627652,Medium,Normal
1,14,1,5,1,1,1,1,1,4,4,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Enrolled,0.30561137,0.35742643,0.33696216,0.30561137,Medium,Low Engagement
4,13,1,12,1,12,1,1,1,6,6,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2023,Left the country,Dropout,0.50856185,0.16497818,0.32645994,0.50856185,High,Normal
1,1,3,2,1,1,1,13,14,6,4,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,HCT,Faculty of Health Sciences,Medical Laboratory,Emirati,2025,,Graduate,0.23434079,0.12675832,0.6389009,0.23434079,Low,Normal
1,15,1,4,1,14,1,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,AUS,School of Engineering,Architecture,Emirati,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,3,9,1,1,1,1,28,8,8,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout,UAEU,College of Business & Economics,Economics,Abroad,2025,Financial difficulties,Dropout,0.42068467,0.17389064,0.4054247,0.42068467,Medium,Normal
1,12,1,11,1,1,1,13,27,8,11,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,HCT,Faculty of Health Sciences,Dental Hygiene,Expat,2021,,Enrolled,0.27706265,0.369662,0.35327533,0.27706265,Medium,Normal
1,8,1,9,1,1,1,23,27,6,6,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,AUS,School of Business Administration,Finance,Emirati,2023,,Graduate,0.34350857,0.31123337,0.34525806,0.34350857,Medium,Normal
1,8,1,12,1,1,1,22,14,9,5,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Expat,2025,,Graduate,0.21278767,0.12655556,0.6606568,0.21278767,Low,Normal
1,1,1,2,1,1,1,13,14,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Abu Dhabi University,College of Arts & Sciences,Interior Design,Emirati,2023,Personal / family reasons,Dropout,0.42941085,0.15231536,0.41827378,0.42941085,Medium,Normal
1,8,4,11,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,AUS,School of Business Administration,Marketing,Emirati,2023,Financial difficulties,Dropout,0.5470138,0.13919763,0.3137886,0.5470138,High,Normal
1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,UAEU,College of Business & Economics,Economics,Emirati,2022,,Graduate,0.28382376,0.21855107,0.49762523,0.28382376,Medium,Normal
1,8,3,9,1,1,1,13,14,5,8,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,AUS,College of Arts & Sciences,Computer Science,Emirati,2024,Transferred to another university,Dropout,0.46290588,0.20206454,0.33502957,0.46290588,Medium,Normal
1,9,4,11,1,1,1,13,27,8,8,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,AUS,College of Arts & Sciences,Computer Science,Expat,2025,Transferred to another university,Dropout,0.5226943,0.1519193,0.3253864,0.5226943,High,Normal
1,8,4,15,1,1,1,1,14,10,9,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,Zayed University,College of Education,Early Childhood Education,Emirati,2022,,Graduate,0.24760939,0.141973,0.6104176,0.24760939,Medium,Normal
1,8,4,12,1,1,1,23,27,10,10,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,HCT,Faculty of Health Sciences,Health Informatics,Emirati,2023,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
2,12,1,3,0,1,1,22,27,10,7,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Khalifa University,College of Computing & Mathematical Sciences,Applied Mathematics,Abroad,2025,,Graduate,0.21167578,0.12310341,0.6652208,0.21167578,Low,Normal
1,1,6,16,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,Zayed University,College of Communication & Media Sciences,Digital Media,Emirati,2022,Personal / family reasons,Dropout,0.43247738,0.21791251,0.34961006,0.43247738,Medium,Normal
1,12,1,17,0,2,1,3,3,3,3,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,HCT,Faculty of Business,Logistics & Transport,Emirati,2022,Personal / family reasons,Dropout,0.5496798,0.13500226,0.31531793,0.5496798,High,Normal
1,12,1,4,1,4,1,3,3,5,3,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,Khalifa University,College of Computing & Mathematical Sciences,Data Science,Expat,2024,Academic failure,Dropout,0.49527317,0.16397873,0.34074816,0.49527317,High,Normal
1,8,1,11,1,1,1,13,14,5,5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,UAEU,College of Engineering,Civil Engineering,Expat,2021,,Enrolled,0.2670504,0.38153988,0.35140976,0.2670504,Medium,Normal
